Name,Class 10th Percentage (%),Class 12th Percentage (%),Mathematics-I [T],Applied Physics-I [T],Applied Chemistry [T],Communication Skills [T],Applied Physics-I [P],Applied Chemistry [P],Communication Skills [P],Engineering Graphics [P],Engineering Workshop Practice [P],Sports and Yoga [P],Semester-I (SGPA),Mathematics-II [T],Applied Physics-II [T],Introduction to IT Systems [T],Fundamentals of Electrical and Electronics Engineering [T],Engineering Mechanics [T],Applied Physics-II [P],Introduction to IT Systems [P],Fundamentals of Electrical and Electronics Engineering [P],Engineering Mechanics [P],Semester-II (SGPA),Computer Programming [T],Scripting Languages [T],Data Structures [T],Computer System Organisation [T],Algorithms [T],Computer Programming [P],Scripting Languages [P],Data Structures [P],Summer Internship-I,Semester-III (SGPA),Operating Systems [T],Introduction to DBMS [T],Computer Network [T],Software Engineering [T],Web Technologies [T],Operating Systems [P],Introduction to DBMS [P],Computer Networks [P],Web Technologies [P],Minor Project [P],Semester-IV (SGPA),E-Governance [T],IoT [T],Information Security [T],Advance Computer Network [T],Data Sciences [T],Renewable Energy [T],Summer Internship-II,Semester-V (SGPA),Entrepreneurship and Startup [T],Mobile Computing [T],Software Testing [T],Project Management [T],Artificial Intelligence [T],Mobile Computing [P],Software Testing [P],Major Project [P],Seminar,Semester-VI (SGPA),final_cgpa,Information Security [P]
Student_323,61.38,83.87,A,B,B,A,A,A,B,B,B+,A+,6.14,B,B,B+,B+,A,B,B,A,A+,6.97,C,A,B,C,B,A,C+,C,B+,6.21,A+,B,B,A,C+,B,C,B+,C,A,6.53,C,B,A,B+,C,B+,B+,9.26,C,C,A,A+,C+,C+,B,B,B,8.8,,A
Student_324,73.62,71.87,B+,C,A+,B,A+,C+,A+,B,C+,A,8.41,B+,C+,A,C+,C,C,C,A,C,8.74,A+,A,C,A,A+,C,B,B,A+,8.34,B+,B,A,A,B,A,C+,A+,A,A,6.4,B+,C+,B,B,A,C+,B+,7.98,A+,C,A,B,A+,A,C,C+,C+,8.99,,A
Student_325,86.42,70.77,B,B,C+,A+,A+,B+,A,B,C,C+,8.78,C+,B,B,A+,C,C+,A+,B,A+,8.96,C+,C+,A+,A,C+,A,A,A,A,9.36,C+,B+,A+,B,A+,B,C+,B+,A,A,8.61,A+,C,A+,A,B,C,C+,8.42,B+,B,A,B,B,B,C+,C+,A+,8.13,,B
Student_326,79.38,94.17,A+,B,B,C+,C,B,A,C+,B+,B,6.19,C+,C,A,C,B+,B+,B+,B+,A,6.45,C+,C+,C+,B+,C+,B,A+,C+,B,8.21,A,A,B,C+,C+,A,A,B,B+,B+,6.5,A,A+,B+,B,B+,A+,A,6.54,B+,A,B+,B+,C+,A+,B+,C,A+,8.09,,B+
Student_327,60.85,92.07,A,B+,B,B,A,C+,C+,A+,C,C+,9.7,A,A,A,B+,C,A,B+,A,A,9.07,A,C+,B+,C,A,A,C,B,B,6.15,C+,C,C+,A,A+,C+,B+,B,A+,A,9.04,A,A+,B,A+,B+,C+,C,6.07,C+,A+,B,A,B+,B+,C,C,C+,8.23,,A
Student_328,84.58,83.22,B,A,B+,C+,A+,B+,C+,C,A,A,8.13,A,A,B,C,A,A+,B,A,A,8.71,A,B,A,B,C,B,A,C+,A,6,A,C+,A,C,A,B+,C+,B+,A,A,8.98,C,A+,B+,C,A+,C,B,9.08,A,C+,C,C,A,C,B+,C,C,8.71,,A
Student_329,88.79,78.16,C+,C,A+,C+,A,B,B,A+,C,A+,9.02,B+,A+,C,B+,C+,C+,C,B+,A,8.07,B+,B+,C+,A+,A+,C,C,C,A+,6.55,A+,C,B,C+,A,A,C,A+,A,B+,8.21,C+,A,C,C,C+,C,B+,9.15,A+,A,C,B,B+,B+,A,C,C+,6.17,,B+
Student_330,87.7,63.27,C,A+,B+,C,A+,A,C,C+,C,A+,6.23,C,B,A,B+,A+,C+,B+,B+,B,8.39,C+,A,B,C,C+,B+,B+,B+,B,6.28,A,A+,B,A+,C,C+,A,C,A+,B,7.45,C+,B,C+,C,A,A+,B,7.69,C,C+,A,B+,B,A,B,B,B+,8.46,,B+
Student_331,94,63.57,C,B,A+,A,B,C,A,C,B+,B+,8.44,C+,A+,B,C,C,A+,C,B+,C+,8.21,C,C+,B+,A,C+,A+,C,B+,C,8.41,A+,C+,A+,A+,B,B+,B+,A,A+,A+,9.79,B,C+,A+,C+,B,A,B+,6.86,A,A,B,C,C+,C,B,B,C,7.49,,B+
Student_332,85.21,82.93,C,B+,B,B+,A+,A+,C,B,B+,A,8.33,A+,C+,B,A+,A,A,B+,B+,C+,6.88,A,A+,B+,A,A,B+,A,A,C,7.34,B+,A,C,C,A+,C+,A+,B,C+,A+,6.77,A+,A,A,C+,B+,A,B+,6.15,C,A,C,B,C,A,B,B+,C+,8.53,,B+
Student_333,79.33,67.83,C,A,A,A+,B+,A,C,C+,C+,A,8.71,A+,A+,C+,A,A,B,A,A,C+,9.15,C+,A+,B,A+,A+,C+,B+,C,B+,8.72,B,B,A,A,B+,B+,A+,B,C,A,6.6,A,B+,A+,C,B,B,A+,9.57,A+,B,B+,A,B+,B+,B+,B,C,9.47,,A
Student_334,80.65,84.63,A,B+,B+,C+,B,B,B,A,B+,C,8.6,A,C+,C,C,C,B+,C+,A,C,9.34,A+,A,A+,B,A+,C,B+,A,B,7.97,B,B+,B,C+,A,B,B,A,B+,B+,7.1,A,C+,C+,C,C+,C+,B+,6.69,B,C+,A,A+,A,A+,A,B+,C,8.61,,A
Student_335,78.3,70.98,B,B+,A,B,C+,C,C,C+,C+,A+,7.85,B,A,C+,C,B+,B+,A,C+,B,7.14,C+,C+,C,B,A+,A+,B+,A,C+,9.73,C+,B+,B,C,A,A,B,A,C+,C,7.64,A+,A+,A+,A,C,B,B+,8.71,C,C+,C,B+,B+,A,B,C+,B+,6.28,,C+
Student_336,64.83,86.22,C,B,A,C+,B+,C+,A+,C+,B+,A+,7.81,A,B+,B+,A,B+,B,B,C,C,6.12,B+,C+,B,B,C,A+,C+,C+,C+,6.82,B+,B+,A+,A,A+,B,C,A,A,A,6.84,B,A,B,C,B+,A+,B+,8.28,B+,A,A+,A,A,B+,B+,A,C,8.89,,C
Student_337,71.19,62.18,B+,A+,B,A,A+,C+,B,A,B,A,8.73,A+,C+,C,C,B,B,A,B+,C+,9.23,B,B,C+,A+,A,A+,C+,B+,B,9.01,B+,C+,A,B,B+,C+,C,A,A,B+,7.99,B+,A+,C+,C,C,B,B+,6.51,B,A+,A,B+,A,C,B+,C+,B,8.66,,B+
Student_338,81.53,87.34,B,B,B,B,C,A+,C,B+,B+,C,6.38,B,C,C+,B+,C,C,B+,A+,C,7.81,C,A+,A+,B+,A,B,A+,A+,C,8.36,A,A,B+,C,C+,A+,C+,C,A,A,8.91,B,B,C,B+,A+,B,A+,8.6,B+,C+,B,C+,C,C+,C,C,C,8.61,,A+
Student_339,86.09,71.36,C+,A+,C+,C+,C+,A+,B+,B+,B,B+,9.18,B+,A+,A+,A,A+,B+,A,B,C,6.26,A+,C+,A,A+,B+,C+,A+,B+,A,6.65,C+,C+,C+,C,C+,B,C,B+,C,A+,9.24,C+,C+,B+,C,C,A,A,9.34,C,A+,B,A+,C,C+,C,A+,C,9.36,,B
Student_340,65.71,79.29,A,B,B,A,C+,B,A+,A+,C,C,7.05,C,C,B+,B+,C+,B,C+,A,A,9.33,C+,C+,A+,C+,C+,B+,A,A,A+,8,C,C,A+,B,A+,B+,C+,B+,B+,B+,7.46,A+,B,B+,C,B,C+,A+,7.29,A,B,B+,B,C+,A+,B+,B,B,8.41,,A
Student_341,73.64,76.22,B+,A,A,C+,C,B+,A+,C,B+,C,8.81,B,B+,C+,A+,B,A+,B+,C+,B,8.95,B+,B+,C+,A+,B+,C,B+,B+,B,6.36,A,A,A,B,A,C+,C+,C+,B+,A+,7.27,C+,A,B,A,C+,B,B+,6.58,B+,A,A,B,A+,A,C,A,B+,6.34,,C+
Student_342,90,85.94,A+,B,C,A+,A,A+,B+,A+,C+,A,8.27,C+,C+,B+,A,A,A+,C,A+,A+,8.59,A,A,C,C,B+,C+,B,C+,A,7.15,C+,A,B,B,A+,C+,C+,A,B+,A,7.8,C+,A+,B+,C,C+,A+,C+,6.85,B,C+,C,B,B,A,C+,A,B+,7.5,,A+
Student_343,72.75,81.46,C+,C,A+,B,C,A+,C+,B,A,B+,6.09,C+,A+,B,C,C+,B,C,A+,C+,7.75,A,A+,A,A,A,A,C+,A+,C+,7.87,B,A+,B+,A+,C,C,C+,C,B+,A+,7.36,B+,A+,B+,B+,B+,A+,A+,8.96,C,A+,A,A+,B,C+,B+,C+,C,6.48,,A+
Student_344,93.9,76.5,A,A+,C,C,B,C,B+,A,A,C+,9.18,C,B+,C,A+,A,C,A+,C+,C,7.15,A,A+,A,A,A,C,B+,A,A+,9.28,A+,B,A,C+,C,B+,A,B+,A,B+,8.16,B+,A+,A+,C,A,A+,A,8.64,B,C,B+,A,C,A+,A,A+,B,8.73,,C+
Student_345,90.64,88.31,A,B+,B,C+,A+,B,B,A,B,A+,8.27,A+,A+,C,C,A,B,A,C+,B,9.05,B+,C,B,A+,A+,A+,A+,A+,A+,6.33,A,C,A,A+,C+,C,C,C+,B+,C+,8.33,A+,B,B,C,C+,C+,C+,9.54,C,C,B+,B+,C,B,A,A+,A+,8.6,,C+
Student_346,75.36,83.96,C,A+,A+,B+,B+,C+,A+,C,A,B,7.7,C,B,A,C+,B,B+,A,B,B,7.04,C+,A,C,A,A+,B,C,A+,C+,8.88,A+,C+,A,C,A+,C,A+,B,C,B,6.82,A+,B,B,B+,B,B,C+,6.57,B,B,A,A,C,C,B+,A,C+,9.17,,B
Student_347,62.26,71.65,B+,B+,B+,A+,A,A,C,B,C,B,7.33,C,A+,C,B,A,B+,A+,C+,A,9.41,A+,B,C,A+,C,B+,B+,C,B+,6.24,A,B+,C,A+,A+,C+,B,B+,A+,B+,8.88,A,A+,C+,B,C+,A+,B+,6.53,C,A+,A,C,B,A,A,C,C+,6.36,,C+
Student_348,78.47,64.9,A+,B,A+,A,B+,B,B+,C+,C+,A+,9.52,A,A,C,A+,C+,C+,B,B+,A,8.25,C+,A,C,B+,C,C+,B,B+,A,8.49,C,B+,B,B,B,C+,B+,B+,A,C+,9.01,B,C+,C,A,C,A,A+,8.76,B,A,B+,B,B,C,B+,A,A,7.25,,B+
Student_349,79.22,82.57,B,B+,A+,C,B+,A+,C,B,C+,C,8.43,B+,C+,A+,B,C+,C+,A,A+,A,9.52,B,B+,B,A+,A,A+,B,A+,C+,7.86,A,B,C,B+,C+,C,C+,B+,C+,B+,9.04,C,C,A,B,C,C,A,8.98,A,B+,B,B+,A,C+,C,C,B+,7.75,,A+
Student_350,84.21,82.26,C,A+,B+,C+,B+,A+,C+,A+,B+,A,7.2,C+,B,A,A,A,A,C,A,C+,9.23,C+,C+,C,B,A,A,B,A,A+,7.83,A+,A+,C+,B+,A+,A+,B+,A+,C+,C+,8.39,C,C+,B+,C,C,B+,B+,7.75,C+,C+,A+,A,B+,A,B,C,C+,8.89,,A
Student_351,75.24,82.41,A+,A,A+,A,C+,B+,C,A,C+,A,8.37,B,A+,A+,A+,A,A,B+,C+,A,8.75,C+,B+,A+,B+,B,B,A,C,C+,7.41,C+,C,A+,A,A,C,C+,B+,A,C,6.09,B+,B,C+,C,C+,A+,B+,7.75,A+,C+,A+,A+,C+,C,C,B+,B+,9,,C+
Student_352,88.35,78.08,A+,A+,C+,C+,A,B+,C+,A+,A+,B,7.62,C,C,B,B,A,A,A,A+,A,7.64,B,A,C,C+,A,B+,B,C+,A,9.19,C+,B,C,C,B,C,C+,C,B,A,9.29,B,A+,C+,B+,C+,B,A+,6.66,B+,B,B,C+,A,C+,B,C,C,6.5,,A+
Student_353,77.37,85.12,A,B,C,B,B+,A+,B+,B+,A,B,6.63,B+,A+,B,A,B,B+,A,A,C+,9.11,C,C,B+,C,A,A+,B,B+,A+,6.39,C+,A+,B,A,B,C,B+,A,C+,A+,8.79,C,B+,C+,C,C,C+,B,8.36,C,B,A+,A,C,B+,B+,B+,C+,8.5,,A
Student_354,63.03,78.11,C+,A+,C,B,A+,B,A+,B+,B,A+,6.97,A+,B,C+,C,A,B,C+,C+,B+,9.25,C+,A,B+,C,C+,C,A+,A,A,6.99,B+,A,A+,C,B+,A+,A,A,A+,A+,9.19,B,C+,C,A+,A,A+,A+,6,C+,B+,A+,B+,B,C,A+,B,C,9.54,,C+
Student_355,79.29,88.77,C+,C,C,B,C,A+,A,C+,C,B+,8.78,A,B,B,B+,A+,C,C,A,C+,8.38,A+,C+,A,B+,C,C,A+,C+,C+,8.55,B+,C+,B+,A,B+,A+,B+,C,B+,A+,8.98,C,B,B+,C,C+,B,A,9.17,B+,A,B+,C+,B,A,C,B+,B,8.21,,A
Student_356,72.7,94.55,B+,C+,C,A,B+,B,A+,C,A+,B,8.44,C,C+,A+,C,A,A,A,B,A+,6.81,A+,C,B,B,C+,A+,C+,A+,C+,7.34,C+,A,A+,A+,C,C+,B,A+,B,B,7.34,C+,A,C+,B+,A+,A,B+,8.65,A+,C,A+,A,A,B+,C,B+,B+,6.02,,B
Student_357,80.87,80.76,A+,B,B+,C,B,B,A,A,B,C,7.31,B+,A,A+,C,C+,B,B+,B+,C,6.5,C+,B,B,A,C,C+,A,B+,A+,7.61,B+,C+,C+,B+,B+,C,A+,B,C+,C,9.41,C+,A,C+,C+,B,B,C,7.4,C,B,B+,A,C,A,B+,C,B,6.44,,B+
Student_358,85.39,92.32,A+,A,A,C+,A,A+,B+,A+,B+,A+,6.43,A,B,B+,A,A,A,B+,C+,B+,8.86,B,C,B,C,B,A,A,A+,A,8.49,A,A+,C+,B+,B,C,C,C,C+,B,7.54,C,B,B,C,B+,C,A+,7.69,A+,B,A+,B,A,C,C,C+,C,7.45,,C+
Student_359,80.81,79.08,B,C,C+,C+,A,C+,A,A+,C,C,6.03,C,B,B+,C+,B,C,B,A,B+,9.27,B,C,B,A+,B,B,B+,B+,B+,8.26,C+,C+,B,C,C,A+,A,B,A,B+,9.64,B,B+,A+,A,A,C,B,9.24,A,B,A,B,B+,B,A,A+,B+,6.54,,A
Student_360,86.82,75.46,B+,A,B+,A,A+,C+,B,A+,B+,A,7.44,A,B,C+,C+,B,C,B,A+,C,6.33,B,A+,B+,A,B,C,C+,C,C,9.28,A,A,B,A,A+,C+,C,A+,A+,B,6.25,B,C,B+,B+,C,A+,C+,7.89,A,B+,A+,C+,A+,B,B,C,A,9.37,,A+
Student_361,81.97,70.06,C,C+,A,C+,C,B+,C+,C,A+,C,8.85,A,A+,B,A+,B+,C+,B,B+,C+,8.32,A+,C+,A,B,C,B+,A+,C+,B+,9.51,C,B,A,A+,B,A,B,C,B,B,8.04,B,B,C,B,A+,B+,A,9.5,C+,B+,B,B,A,C+,A+,A,B+,6.03,,B+
Student_362,81.91,91.74,B+,C+,A+,B,B+,A+,B,A+,A+,B,7.4,B+,A+,A+,B+,A,A+,C,A+,C,8.67,C+,B,A,B+,B,B+,A,B+,B+,7.94,A,A+,A+,C+,A,C+,B,B+,A,C,9.56,C+,A,B,A,B+,B+,B,9.51,C,A+,A,C+,A,A+,B,A+,C+,8.46,,A+
Student_363,66.21,73.2,B+,C+,A+,A,A,B,A,C,A+,A+,9.04,A+,A,A+,B+,A,A+,B+,A+,A+,9.44,B+,C+,B,C+,B+,A,C+,A+,B+,9.25,A+,C,C,B+,C+,A,A,B,C+,A,8.72,B+,B,A+,B+,C,B,A+,9.59,A+,B,C,C+,A,C,B+,B+,C,9.29,,A+
Student_364,71.57,83.02,A+,C+,C+,A,A,B,B+,C+,B+,A+,6.47,A+,C,B,B+,B,B+,B,B,C,6.04,B,A,C,B,C,B+,B+,C,B+,8.35,C,C+,C,B+,B,C,C+,A,C+,C,6.7,A+,C+,B+,C+,B+,A,B+,7.44,A,A+,A,C,C+,A+,A+,B+,B+,7.24,,B
Student_365,64.68,94.59,A,C,A+,B,C+,A+,A,A+,B+,B,9.19,A,C+,B+,A,B,B+,A,B,A,9.68,B,B,B,C+,A,C+,B+,A+,A,8.04,B+,C+,B+,A+,C+,A,B,A,A+,A,6.29,C,A,A,C,B,A+,B,8.43,A,A,B+,A+,A,A+,B+,B+,B,7.03,,B
Student_366,93.58,89.38,A,C,A+,C+,B+,C+,B,A+,A+,B+,6.36,C+,B,C+,A,B,B+,B,B+,C,6.17,C+,C,A,B+,C,A+,C,C+,B+,7.16,C,A+,C,A,C+,C,C+,A+,B,A,6.3,B+,C+,A,B,A+,A+,B+,7.78,B+,B,C,B+,B,C+,B,A,C+,6.46,,B+
Student_367,71.38,63.62,A+,C+,A+,C,A,C,C+,C+,A+,B,6.27,A+,A,B,A,C+,B,C+,B,B,7.81,C+,C,A+,C+,A+,C+,C+,C+,B+,7.99,C,B+,B,C,C+,B+,B+,B,B,A,6.85,B,B,B+,C+,A,B+,B+,6.12,B+,B+,A+,A+,C+,A,B+,A,A,6.38,,B
Student_368,71.42,71.91,C+,B,A+,A,A,C,C,A,A,B+,6.47,B+,C+,C+,B+,C,C+,C,A+,A,8.98,A,C,C+,B,C,C+,B,C,B,7.65,C+,C,A+,B,C+,C,B+,C+,A+,C,6.28,C,C,A+,A+,A+,C+,C,8.06,A+,A,B,C,A,A+,C,B,A,8.46,,A+
Student_369,91.67,74.61,C+,C+,A,A,B,A+,B+,C+,B+,A,8.42,A+,A,B,A+,B+,B,C+,C,A+,9.29,A,C,B+,A+,C+,A+,C,B,B,7.78,C+,A,B+,A,C+,B,A,A,B,A+,6.67,C,A+,B,B,B+,A,C,8.16,A+,C+,B+,C+,B,C+,C,C+,A,7.33,,C
Student_370,65.33,83.9,A+,B+,C,B+,C,A+,B+,C,B,B+,8.53,C+,C,B,B,C+,A,A+,C+,C+,9.56,C,C,A+,C+,C+,C+,A,A+,C+,6.57,A,B,A+,A,C+,C,B+,A+,B,A,7.4,C,A+,A,A+,C,A+,A,7.8,A,C,A+,B+,A,B+,A,A,A+,7.48,,C+
Student_371,66.51,77.91,B+,B,C,B+,A,A,B+,A,A,B,8.19,A,B,C+,C,A,C,A,A+,B,7.39,C,A+,B+,C+,B,C,B,B+,A+,7.18,C+,C,C+,A,A,C+,B+,B+,B,B+,9.16,B+,A,B+,A,A,B+,A,6.18,A,A,C+,A+,B+,A,A+,A+,B,7.17,,A+
Student_372,60.83,80.21,B,C,A,A+,B+,C+,C+,A,B,C,6.36,B,C+,C,A+,A,C,C,B+,C,6.99,C,A,C,A+,B+,A,A,A,C+,8.49,C,B,C,B,C,C+,B+,A,A+,B,9.68,C,B+,B+,A+,A+,B+,C,9.52,B+,C+,B,B+,C,A+,A,B+,A+,7.43,,B+
Student_373,78.73,89.43,A+,B+,B,B,B+,B,B+,C+,C,A,6.13,B+,C+,C+,C+,A,B,A,B+,B,6.87,C,A+,B,B+,A,A+,C,B+,A+,7.86,C+,A,B,A+,B,C+,B,B,B+,A,6.9,A+,A+,C,C+,C,B,C,8.07,B+,C,C,A+,C,B,A,C,A+,9.33,,B+
Student_374,77.11,94.33,B+,A+,B,A+,A+,B,A+,A+,A+,C,9.41,C,C+,C,A,B+,A,C,B+,C,7.72,B,B,C+,B+,C,A+,A,B,A+,8.38,B+,B+,C+,B,B+,A+,B+,A,B+,A+,9.27,A,B+,C+,A+,C+,A+,B,7.64,A,A+,B+,A+,B,B,B+,B+,B,7.54,,B+
Student_375,89.45,66.38,A,A+,B,A,A+,B,C,B+,B,B,6.41,A,B+,C,A,C,B,A,B,A+,9.47,C+,C+,C,C+,B,B+,C+,C+,B,7.44,A,A+,B,A+,B,B,A+,B+,B,C+,6.1,B,C,B+,B+,A,C+,B,8.29,B+,A,A+,C+,A,B+,C+,C,B,9.17,,B
Student_376,71.62,60.33,A,A+,C,A,A+,C+,A,A,A,B+,6.99,A+,C,C,C+,A+,B,C+,B,A+,8.58,B+,C+,B,B,A+,C,B,C,C+,6.93,A+,C,C,A+,C+,A,A+,A,B+,B+,9.02,C+,C,A+,B+,B,B,B,6.26,A,B+,B+,B,C+,C,B+,C,C,8.42,,B
Student_377,68.89,90.71,A,A,B+,B+,A+,B+,A,C,C,B,6.83,C,A,C+,C+,B,B+,A,A+,A+,7.43,A+,A+,A+,C,C,A+,B,B,A,9.03,A,C,C,B,A+,A,A+,C,A+,B,8.75,C+,A,B,A+,B+,C+,A,8.26,A+,A+,A,A+,B+,A+,C+,A+,B+,6.66,,A+
Student_378,89.72,91.11,C,A+,C+,C,C,C,A,B,B+,C+,7.24,A+,B+,A,A,C+,A,C+,B,A,9.35,A,A,A+,B,C+,A,B+,C,B,6.32,C+,A,C,B+,A+,C,A+,A,A,A+,6.39,B,A,B+,A+,A,B,B+,7.17,A,A,C+,B,B,A+,A+,C+,C,6.56,,B
Student_379,92.3,81.13,A+,A,A,A+,A,B+,B,A+,B+,C,6.87,C,B+,C+,A+,C+,C+,C,A,C+,7.1,B,B,B+,C+,B+,A,B,A,C+,6.64,B+,C+,A+,C+,A,A,C+,B,B+,C+,6.29,A+,B,B,C,C,B,B,9.68,B,B+,C,C+,A,C,A,A,B,7.42,,A
Student_380,86.3,79.38,C,A,C+,A,A,A+,C,B+,A,A+,7.03,A,A,B+,B,C,C+,C,B+,A+,8.97,C,A+,C,A,B,B+,B+,A+,B+,9.64,C+,A+,C,A,A,C+,B,A,A+,C,9.41,B,A,B+,C,B,C+,C,8.96,C,B,C,C,B,A+,B+,C,C,6.29,,B+
Student_381,86.58,83.44,A+,C,B+,C+,A+,C,C+,B+,C,B+,9.42,B+,B+,C+,C+,B+,C,C+,B,B,8.81,C,B+,B,B+,B,A+,A+,B,C+,6.99,B,C+,C+,A+,A,A+,B,C,B+,C,7.82,C+,C,C,C,A,A+,B,7.74,B,A,B+,C,C,B+,B,B,C+,7.75,,B
Student_382,82.14,60.63,A+,C,C,A+,A,A,C,C+,C,B,6.96,A,B,A+,C+,C+,B,B,B,B+,7.44,A+,B+,A+,B,C,B,C,C+,B+,8.75,A,B+,A+,A,C+,B+,C+,C,A,A,7.51,B,B,C+,A,C,A,C+,6.57,C+,C,B+,B+,B+,A+,C,C+,C,6.73,,B
Student_383,71.46,80.29,C+,A,B+,A+,B,A+,C,B+,A+,B+,9.31,C,A,C,C+,A+,A+,B+,B,A,7.13,B+,B+,C,C+,B,C,B+,B,B,9.77,B,C+,A+,A+,B,B,C,B,C,C+,7.7,C,C,B+,B+,B+,B+,A,8.28,A,C,A,A+,A+,B+,A,B+,A+,7.35,,B
Student_384,71.85,85.16,A+,B+,C,A+,A+,C,A,C,B+,A+,9.7,B,B,A+,B+,C,C+,C,B,B,8.24,B,C+,C,C+,B+,C,C,B,A+,6.06,C+,A+,A,B,C,B,B+,C,C,C+,8.4,A+,B+,B+,C+,A+,A,A+,6.01,B,B,B+,B,B+,A+,B+,B,C+,8.7,,B
Student_385,83.58,83.56,B+,A,C+,B,C,A+,C,B,C,C+,9.66,C,B,A,C,A+,A+,A,C,C,7.89,A+,C,C+,A+,B,C,B+,B,B,8.77,A,C+,A+,A,C,C,C+,C,B,C,9.66,B+,B,C,A,C,C,C+,8.68,C+,B+,A+,A,B+,C+,B,C+,B,9.02,,C
Student_386,65.81,86.08,B+,C,C+,A+,B,C+,A+,B+,C,A,8.61,A+,A,B+,C+,A+,B+,C+,B,B+,8.52,B+,A+,A,A,A,B,B+,A,C,9.4,C+,B+,B+,C+,B,A+,C+,C,B,B+,8.63,B,C,B+,C,B+,B+,B,8.14,A,B,A+,C,A+,C,C,A+,A,7.25,,B
Student_387,81.54,72.29,A+,C,C+,A,C+,B,B+,C+,C+,A,8.31,A+,A+,C+,A,C+,B,C,C,A,7.5,A+,A+,C,A,B,A,A,A,B+,7.43,C,A,B+,C,A+,A+,C,B,B+,B+,9.23,B+,A,B+,C,A+,B,A+,8.73,C,A+,C,C,B+,C+,A,B,C,9.18,,C
Student_388,61.87,63.53,B,C,C+,A+,B+,B+,B,C+,A,C,7.43,C+,A,C+,C+,C,C,C+,A+,A+,6.41,B,A,B+,C+,B+,B,A,C+,B+,7.46,B,C+,B,B,C+,A+,B+,C,A,B+,7.87,A,B+,A+,B+,B,A,C,6.99,A+,B+,B+,C,A,C,C+,B,C,7.3,,A+
Student_389,84.84,76.48,A,C,B,A,A+,B+,B,A,C+,B,7.32,C,C+,A+,B,C,B+,B,C,A,7.58,B+,B+,C,A,B,A,B,C,B,9.51,C,B,C+,A+,C+,C,A,A+,C+,C+,9.1,B,A+,B,C+,A+,C+,C+,7.88,C,B+,A+,A,B,B+,C,A+,C+,7.17,,C
Student_390,63.09,80.25,C+,B,B+,C,C,C+,B,C,B,C+,6.27,C,C,C,C,B,A+,B+,A+,C+,6.84,B+,C,C,A+,B+,C,A,C+,B+,9,A+,A,C,A,B,A+,B+,C+,C,A,6.08,C+,C+,A,A,B+,C+,C,7.69,C,C+,C,B,B,C,C,A+,C,6.83,,A+
Student_391,64.2,85.93,B+,A+,C+,B,B,C,B,C+,B+,B+,8.09,A,B,A,B+,B,B+,C,C,B+,9.17,A+,C,B,A+,B+,C+,B+,B+,C,8.32,B+,B+,B+,A,B,C+,B+,B+,A+,A+,6.83,A,B,B+,A,B,B+,B,6.64,C+,B+,C,A,C,A,C+,A,A+,7.92,,C
Student_392,83.9,83.35,B+,B,C,C+,C,A,C,A+,A+,C+,7.09,A+,B+,B,B+,B,B,C+,C,A+,7.84,B,C,B,B+,A+,B+,B+,A,B,8.13,B+,A,A,B+,C,C,A+,B,C+,C,6.62,C+,B,A+,B+,A+,B+,B,6.41,C+,C+,C+,C+,B+,C,A,A,C+,9.18,,C
Student_393,84.67,62.95,B,B,B+,B,C+,B,A,B+,C+,A,6.09,B,B+,C,B+,C,C+,B+,A,C+,8.51,B+,C+,A,B,C,B,C+,B+,A,6.83,C,B,C+,A,B,C+,B,A,C,A+,7.7,A,B+,A,B,B+,A+,A,8.15,C,C+,A+,B,A+,C,C+,C+,B,7.1,,A
Student_394,69.08,84.34,C+,A+,A+,B+,A+,C,B,A+,B,C,8.43,B+,C+,B,C+,A,A,A,A+,C+,9.52,A+,B+,C+,A,A,C,B+,C+,B+,8.3,B,C,C+,B+,C+,C+,C+,B,C+,C,6.36,B+,A+,B,A+,A+,C+,C,9.49,C+,A+,B+,A,C+,C,A,A+,B+,9.64,,A+
Student_395,71.91,83.9,C+,B+,B,A+,B,A+,C+,A,A+,C+,7.82,C,C+,C+,C,A+,C+,C+,A,A+,7.09,A,A,A,B+,C,C,B,B+,A,7.14,C+,B+,B,A,B,C+,A,B,C,C,8.44,C+,A+,A+,C,A+,C,B+,9.33,B,B,C,B+,A+,A,A+,B,B,9.67,,A
Student_396,61.86,89.2,C,C+,B,A,B+,B+,B,C+,A+,C+,6.49,B,C,A+,A+,A+,B,A+,B,B,8.13,B+,A,B,A+,B,B+,C,A+,C+,6.1,B+,B,C,A+,A+,C+,C+,C+,B+,B+,9.59,C+,A,C,A+,A,B,C+,9.09,A,B,A+,A,B+,B,C+,C+,A+,9.28,,B
Student_397,78.89,77.93,B+,B+,B+,B+,B,B+,A,A+,B+,A+,9.38,A+,C,B,A,C,C,A,A+,C,6.52,C+,A,C,A,B+,A+,C,B,A,9.4,C+,B,C+,A+,C,B+,B,B,A,A,9.4,B+,B,C+,A+,A+,A,A+,6.76,C+,A,C+,A,C+,B+,B+,A,C+,7.94,,A+
Student_398,67.88,78.5,B+,B+,A,A+,C,A+,C+,B+,B+,B,6.06,A+,C+,A+,C,B,A+,A+,A,B+,6.77,B+,A+,B,A+,A,C+,C,A+,B,9.31,A,A,A,B,B,B+,A+,B+,C,B+,6.59,A,B+,C+,A,A+,C+,B,7.32,C+,C+,A+,B+,C+,A+,B,A,C,8.21,,A
